scenario,policy,origin_week,target_week,horizon,hub,category,ending_inventory
base,last_week,2018-07-30,2018-08-06,2,MG,watches_gifts,0.0
base,last_week,2018-07-30,2018-08-13,3,MG,watches_gifts,0.0
base,last_week,2018-07-30,2018-08-20,4,MG,watches_gifts,0.0
base,last_week,2018-07-30,2018-07-30,1,PR,auto,0.0
base,last_week,2018-07-30,2018-08-06,2,PR,auto,0.0
base,last_week,2018-07-30,2018-08-13,3,PR,auto,0.0
base,last_week,2018-07-30,2018-08-20,4,PR,auto,0.0
base,last_week,2018-07-30,2018-07-30,1,PR,bed_bath_table,0.0
base,last_week,2018-07-30,2018-08-06,2,PR,bed_bath_table,0.0
base,last_week,2018-07-30,2018-08-13,3,PR,bed_bath_table,0.0
base,last_week,2018-07-30,2018-08-20,4,PR,bed_bath_table,0.0
base,last_week,2018-07-30,2018-07-30,1,PR,computers_accessories,0.0
base,last_week,2018-07-30,2018-08-06,2,PR,computers_accessories,0.0
base,last_week,2018-07-30,2018-08-13,3,PR,computers_accessories,0.0
base,last_week,2018-07-30,2018-08-20,4,PR,computers_accessories,0.0
base,last_week,2018-07-30,2018-07-30,1,PR,furniture_decor,0.0
base,last_week,2018-07-30,2018-08-06,2,PR,furniture_decor,0.0
base,last_week,2018-07-30,2018-08-13,3,PR,furniture_decor,0.0
base,last_week,2018-07-30,2018-08-20,4,PR,furniture_decor,0.0
base,last_week,2018-07-30,2018-07-30,1,PR,garden_tools,0.0
base,last_week,2018-07-30,2018-08-06,2,PR,garden_tools,0.0
base,last_week,2018-07-30,2018-08-13,3,PR,garden_tools,0.0
base,last_week,2018-07-30,2018-08-20,4,PR,garden_tools,0.0
base,last_week,2018-07-30,2018-07-30,1,PR,health_beauty,0.0
base,last_week,2018-07-30,2018-08-06,2,PR,health_beauty,0.0
base,last_week,2018-07-30,2018-08-13,3,PR,health_beauty,0.0
base,last_week,2018-07-30,2018-08-20,4,PR,health_beauty,0.0
base,last_week,2018-07-30,2018-07-30,1,PR,housewares,0.0
base,last_week,2018-07-30,2018-08-06,2,PR,housewares,0.0
base,last_week,2018-07-30,2018-08-13,3,PR,housewares,0.0
base,last_week,2018-07-30,2018-08-20,4,PR,housewares,0.0
base,last_week,2018-07-30,2018-07-30,1,PR,sports_leisure,0.0
base,last_week,2018-07-30,2018-08-06,2,PR,sports_leisure,0.0
base,last_week,2018-07-30,2018-08-13,3,PR,sports_leisure,0.0
base,last_week,2018-07-30,2018-08-20,4,PR,sports_leisure,0.0
base,last_week,2018-07-30,2018-07-30,1,PR,telephony,0.0
base,last_week,2018-07-30,2018-08-06,2,PR,telephony,0.0
base,last_week,2018-07-30,2018-08-13,3,PR,telephony,0.0
base,last_week,2018-07-30,2018-08-20,4,PR,telephony,0.0
base,last_week,2018-07-30,2018-07-30,1,PR,watches_gifts,0.0
base,last_week,2018-07-30,2018-08-06,2,PR,watches_gifts,0.0
base,last_week,2018-07-30,2018-08-13,3,PR,watches_gifts,0.0
base,last_week,2018-07-30,2018-08-20,4,PR,watches_gifts,0.0
base,last_week,2018-07-30,2018-07-30,1,RJ,auto,0.0
base,last_week,2018-07-30,2018-08-06,2,RJ,auto,0.0
base,last_week,2018-07-30,2018-08-13,3,RJ,auto,0.0
base,last_week,2018-07-30,2018-08-20,4,RJ,auto,0.0
base,last_week,2018-07-30,2018-07-30,1,RJ,bed_bath_table,0.0
base,last_week,2018-07-30,2018-08-06,2,RJ,bed_bath_table,0.0
base,last_week,2018-07-30,2018-08-13,3,RJ,bed_bath_table,0.0
base,last_week,2018-07-30,2018-08-20,4,RJ,bed_bath_table,0.0
base,last_week,2018-07-30,2018-07-30,1,RJ,computers_accessories,0.0
base,last_week,2018-07-30,2018-08-06,2,RJ,computers_accessories,0.0
base,last_week,2018-07-30,2018-08-13,3,RJ,computers_accessories,0.0
base,last_week,2018-07-30,2018-08-20,4,RJ,computers_accessories,0.0
base,last_week,2018-07-30,2018-07-30,1,RJ,furniture_decor,0.0
base,last_week,2018-07-30,2018-08-06,2,RJ,furniture_decor,0.0
base,last_week,2018-07-30,2018-08-13,3,RJ,furniture_decor,0.0
base,last_week,2018-07-30,2018-08-20,4,RJ,furniture_decor,0.0
base,last_week,2018-07-30,2018-07-30,1,RJ,garden_tools,0.0
base,last_week,2018-07-30,2018-08-06,2,RJ,garden_tools,0.0
base,last_week,2018-07-30,2018-08-13,3,RJ,garden_tools,0.0
base,last_week,2018-07-30,2018-08-20,4,RJ,garden_tools,0.0
base,last_week,2018-07-30,2018-07-30,1,RJ,health_beauty,9.0
base,last_week,2018-07-30,2018-08-06,2,RJ,health_beauty,0.0
base,last_week,2018-07-30,2018-08-13,3,RJ,health_beauty,0.0
base,last_week,2018-07-30,2018-08-20,4,RJ,health_beauty,0.0
base,last_week,2018-07-30,2018-07-30,1,RJ,housewares,0.0
base,last_week,2018-07-30,2018-08-06,2,RJ,housewares,0.0
base,last_week,2018-07-30,2018-08-13,3,RJ,housewares,0.0
base,last_week,2018-07-30,2018-08-20,4,RJ,housewares,0.0
base,last_week,2018-07-30,2018-07-30,1,RJ,sports_leisure,0.0
base,last_week,2018-07-30,2018-08-06,2,RJ,sports_leisure,0.0
base,last_week,2018-07-30,2018-08-13,3,RJ,sports_leisure,0.0
base,last_week,2018-07-30,2018-08-20,4,RJ,sports_leisure,0.0
base,last_week,2018-07-30,2018-07-30,1,RJ,telephony,0.0
base,last_week,2018-07-30,2018-08-06,2,RJ,telephony,0.0
base,last_week,2018-07-30,2018-08-13,3,RJ,telephony,0.0
base,last_week,2018-07-30,2018-08-20,4,RJ,telephony,0.0
base,last_week,2018-07-30,2018-07-30,1,RJ,watches_gifts,0.0
base,last_week,2018-07-30,2018-08-06,2,RJ,watches_gifts,0.0
base,last_week,2018-07-30,2018-08-13,3,RJ,watches_gifts,0.0
base,last_week,2018-07-30,2018-08-20,4,RJ,watches_gifts,0.0
base,last_week,2018-07-30,2018-07-30,1,RS,auto,0.0
base,last_week,2018-07-30,2018-08-06,2,RS,auto,0.0
base,last_week,2018-07-30,2018-08-13,3,RS,auto,0.0
base,last_week,2018-07-30,2018-08-20,4,RS,auto,0.0
base,last_week,2018-07-30,2018-07-30,1,RS,bed_bath_table,3.0
base,last_week,2018-07-30,2018-08-06,2,RS,bed_bath_table,0.0
base,last_week,2018-07-30,2018-08-13,3,RS,bed_bath_table,0.0
base,last_week,2018-07-30,2018-08-20,4,RS,bed_bath_table,0.0
base,last_week,2018-07-30,2018-07-30,1,RS,computers_accessories,0.0
base,last_week,2018-07-30,2018-08-06,2,RS,computers_accessories,0.0
base,last_week,2018-07-30,2018-08-13,3,RS,computers_accessories,0.0
base,last_week,2018-07-30,2018-08-20,4,RS,computers_accessories,0.0
base,last_week,2018-07-30,2018-07-30,1,RS,furniture_decor,0.0
base,last_week,2018-07-30,2018-08-06,2,RS,furniture_decor,0.0
base,last_week,2018-07-30,2018-08-13,3,RS,furniture_decor,0.0
base,last_week,2018-07-30,2018-08-20,4,RS,furniture_decor,0.0
base,last_week,2018-07-30,2018-07-30,1,RS,garden_tools,0.0
base,last_week,2018-07-30,2018-08-06,2,RS,garden_tools,0.0
base,last_week,2018-07-30,2018-08-13,3,RS,garden_tools,0.0
base,last_week,2018-07-30,2018-08-20,4,RS,garden_tools,0.0
base,last_week,2018-07-30,2018-07-30,1,RS,health_beauty,4.0
base,last_week,2018-07-30,2018-08-06,2,RS,health_beauty,0.0
base,last_week,2018-07-30,2018-08-13,3,RS,health_beauty,0.0
base,last_week,2018-07-30,2018-08-20,4,RS,health_beauty,0.0
base,last_week,2018-07-30,2018-07-30,1,RS,housewares,0.0
base,last_week,2018-07-30,2018-08-06,2,RS,housewares,0.0
base,last_week,2018-07-30,2018-08-13,3,RS,housewares,0.0
base,last_week,2018-07-30,2018-08-20,4,RS,housewares,0.0
base,last_week,2018-07-30,2018-07-30,1,RS,sports_leisure,0.0
base,last_week,2018-07-30,2018-08-06,2,RS,sports_leisure,0.0
base,last_week,2018-07-30,2018-08-13,3,RS,sports_leisure,0.0
base,last_week,2018-07-30,2018-08-20,4,RS,sports_leisure,0.0
base,last_week,2018-07-30,2018-07-30,1,RS,telephony,0.0
base,last_week,2018-07-30,2018-08-06,2,RS,telephony,0.0
base,last_week,2018-07-30,2018-08-13,3,RS,telephony,0.0
base,last_week,2018-07-30,2018-08-20,4,RS,telephony,0.0
base,last_week,2018-07-30,2018-07-30,1,RS,watches_gifts,6.0
base,last_week,2018-07-30,2018-08-06,2,RS,watches_gifts,0.0
base,last_week,2018-07-30,2018-08-13,3,RS,watches_gifts,0.0
base,last_week,2018-07-30,2018-08-20,4,RS,watches_gifts,0.0
base,last_week,2018-07-30,2018-07-30,1,SC,auto,0.0
base,last_week,2018-07-30,2018-08-06,2,SC,auto,0.0
base,last_week,2018-07-30,2018-08-13,3,SC,auto,0.0
base,last_week,2018-07-30,2018-08-20,4,SC,auto,0.0
base,last_week,2018-07-30,2018-07-30,1,SC,bed_bath_table,0.0
base,last_week,2018-07-30,2018-08-06,2,SC,bed_bath_table,0.0
base,last_week,2018-07-30,2018-08-13,3,SC,bed_bath_table,0.0
base,last_week,2018-07-30,2018-08-20,4,SC,bed_bath_table,0.0
base,last_week,2018-07-30,2018-07-30,1,SC,computers_accessories,0.0
base,last_week,2018-07-30,2018-08-06,2,SC,computers_accessories,0.0
base,last_week,2018-07-30,2018-08-13,3,SC,computers_accessories,0.0
base,last_week,2018-07-30,2018-08-20,4,SC,computers_accessories,0.0
base,last_week,2018-07-30,2018-07-30,1,SC,furniture_decor,0.0
base,last_week,2018-07-30,2018-08-06,2,SC,furniture_decor,0.0
base,last_week,2018-07-30,2018-08-13,3,SC,furniture_decor,0.0
base,last_week,2018-07-30,2018-08-20,4,SC,furniture_decor,0.0
base,last_week,2018-07-30,2018-07-30,1,SC,garden_tools,0.0
base,last_week,2018-07-30,2018-08-06,2,SC,garden_tools,0.0
base,last_week,2018-07-30,2018-08-13,3,SC,garden_tools,0.0
base,last_week,2018-07-30,2018-08-20,4,SC,garden_tools,0.0
base,last_week,2018-07-30,2018-07-30,1,SC,health_beauty,0.0
base,last_week,2018-07-30,2018-08-06,2,SC,health_beauty,0.0
base,last_week,2018-07-30,2018-08-13,3,SC,health_beauty,0.0
base,last_week,2018-07-30,2018-08-20,4,SC,health_beauty,0.0
base,last_week,2018-07-30,2018-07-30,1,SC,housewares,0.0
base,last_week,2018-07-30,2018-08-06,2,SC,housewares,0.0
base,last_week,2018-07-30,2018-08-13,3,SC,housewares,0.0
base,last_week,2018-07-30,2018-08-20,4,SC,housewares,0.0
base,last_week,2018-07-30,2018-07-30,1,SC,sports_leisure,0.0
base,last_week,2018-07-30,2018-08-06,2,SC,sports_leisure,0.0
base,last_week,2018-07-30,2018-08-13,3,SC,sports_leisure,0.0
base,last_week,2018-07-30,2018-08-20,4,SC,sports_leisure,0.0
base,last_week,2018-07-30,2018-07-30,1,SC,telephony,0.0
base,last_week,2018-07-30,2018-08-06,2,SC,telephony,0.0
base,last_week,2018-07-30,2018-08-13,3,SC,telephony,0.0
base,last_week,2018-07-30,2018-08-20,4,SC,telephony,0.0
base,last_week,2018-07-30,2018-07-30,1,SC,watches_gifts,8.0
base,last_week,2018-07-30,2018-08-06,2,SC,watches_gifts,0.0
base,last_week,2018-07-30,2018-08-13,3,SC,watches_gifts,0.0
base,last_week,2018-07-30,2018-08-20,4,SC,watches_gifts,0.0
base,last_week,2018-07-30,2018-07-30,1,SP,auto,0.0
base,last_week,2018-07-30,2018-08-06,2,SP,auto,0.0
base,last_week,2018-07-30,2018-08-13,3,SP,auto,0.0
base,last_week,2018-07-30,2018-08-20,4,SP,auto,0.0
base,last_week,2018-07-30,2018-07-30,1,SP,bed_bath_table,27.0
base,last_week,2018-07-30,2018-08-06,2,SP,bed_bath_table,0.0
base,last_week,2018-07-30,2018-08-13,3,SP,bed_bath_table,0.0
base,last_week,2018-07-30,2018-08-20,4,SP,bed_bath_table,0.0
base,last_week,2018-07-30,2018-07-30,1,SP,computers_accessories,0.0
base,last_week,2018-07-30,2018-08-06,2,SP,computers_accessories,0.0
base,last_week,2018-07-30,2018-08-13,3,SP,computers_accessories,0.0
base,last_week,2018-07-30,2018-08-20,4,SP,computers_accessories,0.0
base,last_week,2018-07-30,2018-07-30,1,SP,furniture_decor,0.0
base,last_week,2018-07-30,2018-08-06,2,SP,furniture_decor,0.0
base,last_week,2018-07-30,2018-08-13,3,SP,furniture_decor,0.0
base,last_week,2018-07-30,2018-08-20,4,SP,furniture_decor,0.0
base,last_week,2018-07-30,2018-07-30,1,SP,garden_tools,0.0
base,last_week,2018-07-30,2018-08-06,2,SP,garden_tools,0.0
base,last_week,2018-07-30,2018-08-13,3,SP,garden_tools,0.0
base,last_week,2018-07-30,2018-08-20,4,SP,garden_tools,0.0
base,last_week,2018-07-30,2018-07-30,1,SP,health_beauty,36.0
base,last_week,2018-07-30,2018-08-06,2,SP,health_beauty,0.0
base,last_week,2018-07-30,2018-08-13,3,SP,health_beauty,0.0
base,last_week,2018-07-30,2018-08-20,4,SP,health_beauty,0.0
base,last_week,2018-07-30,2018-07-30,1,SP,housewares,0.0
base,last_week,2018-07-30,2018-08-06,2,SP,housewares,0.0
base,last_week,2018-07-30,2018-08-13,3,SP,housewares,0.0
base,last_week,2018-07-30,2018-08-20,4,SP,housewares,0.0
base,last_week,2018-07-30,2018-07-30,1,SP,sports_leisure,0.0
base,last_week,2018-07-30,2018-08-06,2,SP,sports_leisure,0.0
base,last_week,2018-07-30,2018-08-13,3,SP,sports_leisure,0.0
base,last_week,2018-07-30,2018-08-20,4,SP,sports_leisure,0.0
base,last_week,2018-07-30,2018-07-30,1,SP,telephony,0.0
base,last_week,2018-07-30,2018-08-06,2,SP,telephony,0.0
base,last_week,2018-07-30,2018-08-13,3,SP,telephony,0.0
base,last_week,2018-07-30,2018-08-20,4,SP,telephony,0.0
base,last_week,2018-07-30,2018-07-30,1,SP,watches_gifts,39.0
base,last_week,2018-07-30,2018-08-06,2,SP,watches_gifts,0.0
base,last_week,2018-07-30,2018-08-13,3,SP,watches_gifts,0.0
base,last_week,2018-07-30,2018-08-20,4,SP,watches_gifts,0.0
base,last_week,2018-08-06,2018-08-06,1,MG,auto,0.0
base,last_week,2018-08-06,2018-08-13,2,MG,auto,0.0
base,last_week,2018-08-06,2018-08-20,3,MG,auto,0.0
base,last_week,2018-08-06,2018-08-27,4,MG,auto,0.0
base,last_week,2018-08-06,2018-08-06,1,MG,bed_bath_table,0.0
base,last_week,2018-08-06,2018-08-13,2,MG,bed_bath_table,0.0
base,last_week,2018-08-06,2018-08-20,3,MG,bed_bath_table,0.0
base,last_week,2018-08-06,2018-08-27,4,MG,bed_bath_table,0.0
base,last_week,2018-08-06,2018-08-06,1,MG,computers_accessories,0.0
base,last_week,2018-08-06,2018-08-13,2,MG,computers_accessories,0.0
base,last_week,2018-08-06,2018-08-20,3,MG,computers_accessories,0.0
base,last_week,2018-08-06,2018-08-27,4,MG,computers_accessories,0.0
base,last_week,2018-08-06,2018-08-06,1,MG,furniture_decor,0.0
base,last_week,2018-08-06,2018-08-13,2,MG,furniture_decor,0.0
base,last_week,2018-08-06,2018-08-20,3,MG,furniture_decor,0.0
base,last_week,2018-08-06,2018-08-27,4,MG,furniture_decor,0.0
base,last_week,2018-08-06,2018-08-06,1,MG,garden_tools,0.0
base,last_week,2018-08-06,2018-08-13,2,MG,garden_tools,0.0
base,last_week,2018-08-06,2018-08-20,3,MG,garden_tools,0.0
base,last_week,2018-08-06,2018-08-27,4,MG,garden_tools,0.0
base,last_week,2018-08-06,2018-08-06,1,MG,health_beauty,0.0
base,last_week,2018-08-06,2018-08-13,2,MG,health_beauty,0.0
base,last_week,2018-08-06,2018-08-20,3,MG,health_beauty,0.0
base,last_week,2018-08-06,2018-08-27,4,MG,health_beauty,0.0
base,last_week,2018-08-06,2018-08-06,1,MG,housewares,0.0
base,last_week,2018-08-06,2018-08-13,2,MG,housewares,0.0
base,last_week,2018-08-06,2018-08-20,3,MG,housewares,0.0
base,last_week,2018-08-06,2018-08-27,4,MG,housewares,0.0
base,last_week,2018-08-06,2018-08-06,1,MG,sports_leisure,0.0
base,last_week,2018-08-06,2018-08-13,2,MG,sports_leisure,0.0
base,last_week,2018-08-06,2018-08-20,3,MG,sports_leisure,0.0
base,last_week,2018-08-06,2018-08-27,4,MG,sports_leisure,0.0
base,last_week,2018-08-06,2018-08-06,1,MG,telephony,0.0
base,last_week,2018-08-06,2018-08-13,2,MG,telephony,0.0
base,last_week,2018-08-06,2018-08-20,3,MG,telephony,0.0
base,last_week,2018-08-06,2018-08-27,4,MG,telephony,0.0
base,last_week,2018-08-06,2018-08-06,1,MG,watches_gifts,0.0
base,last_week,2018-08-06,2018-08-13,2,MG,watches_gifts,0.0
base,last_week,2018-08-06,2018-08-20,3,MG,watches_gifts,0.0
base,last_week,2018-08-06,2018-08-27,4,MG,watches_gifts,0.0
base,last_week,2018-08-06,2018-08-06,1,PR,auto,0.0
base,last_week,2018-08-06,2018-08-13,2,PR,auto,0.0
base,last_week,2018-08-06,2018-08-20,3,PR,auto,0.0
base,last_week,2018-08-06,2018-08-27,4,PR,auto,0.0
base,last_week,2018-08-06,2018-08-06,1,PR,bed_bath_table,0.0
base,last_week,2018-08-06,2018-08-13,2,PR,bed_bath_table,0.0
base,last_week,2018-08-06,2018-08-20,3,PR,bed_bath_table,0.0
base,last_week,2018-08-06,2018-08-27,4,PR,bed_bath_table,0.0
base,last_week,2018-08-06,2018-08-06,1,PR,computers_accessories,0.0
base,last_week,2018-08-06,2018-08-13,2,PR,computers_accessories,0.0
base,last_week,2018-08-06,2018-08-20,3,PR,computers_accessories,0.0
base,last_week,2018-08-06,2018-08-27,4,PR,computers_accessories,0.0
base,last_week,2018-08-06,2018-08-06,1,PR,furniture_decor,0.0
base,last_week,2018-08-06,2018-08-13,2,PR,furniture_decor,0.0
base,last_week,2018-08-06,2018-08-20,3,PR,furniture_decor,0.0
base,last_week,2018-08-06,2018-08-27,4,PR,furniture_decor,0.0
base,last_week,2018-08-06,2018-08-06,1,PR,garden_tools,0.0
base,last_week,2018-08-06,2018-08-13,2,PR,garden_tools,0.0
base,last_week,2018-08-06,2018-08-20,3,PR,garden_tools,0.0
base,last_week,2018-08-06,2018-08-27,4,PR,garden_tools,0.0
base,last_week,2018-08-06,2018-08-06,1,PR,health_beauty,0.0
base,last_week,2018-08-06,2018-08-13,2,PR,health_beauty,0.0
base,last_week,2018-08-06,2018-08-20,3,PR,health_beauty,0.0
base,last_week,2018-08-06,2018-08-27,4,PR,health_beauty,0.0
base,last_week,2018-08-06,2018-08-06,1,PR,housewares,0.0
base,last_week,2018-08-06,2018-08-13,2,PR,housewares,0.0
base,last_week,2018-08-06,2018-08-20,3,PR,housewares,0.0
base,last_week,2018-08-06,2018-08-27,4,PR,housewares,0.0
base,last_week,2018-08-06,2018-08-06,1,PR,sports_leisure,0.0
base,last_week,2018-08-06,2018-08-13,2,PR,sports_leisure,0.0
base,last_week,2018-08-06,2018-08-20,3,PR,sports_leisure,0.0
base,last_week,2018-08-06,2018-08-27,4,PR,sports_leisure,0.0
base,last_week,2018-08-06,2018-08-06,1,PR,telephony,0.0
base,last_week,2018-08-06,2018-08-13,2,PR,telephony,0.0
base,last_week,2018-08-06,2018-08-20,3,PR,telephony,0.0
base,last_week,2018-08-06,2018-08-27,4,PR,telephony,0.0
base,last_week,2018-08-06,2018-08-06,1,PR,watches_gifts,0.0
base,last_week,2018-08-06,2018-08-13,2,PR,watches_gifts,0.0
base,last_week,2018-08-06,2018-08-20,3,PR,watches_gifts,0.0
base,last_week,2018-08-06,2018-08-27,4,PR,watches_gifts,0.0
base,last_week,2018-08-06,2018-08-06,1,RJ,auto,0.0
base,last_week,2018-08-06,2018-08-13,2,RJ,auto,0.0
base,last_week,2018-08-06,2018-08-20,3,RJ,auto,0.0
base,last_week,2018-08-06,2018-08-27,4,RJ,auto,0.0
base,last_week,2018-08-06,2018-08-06,1,RJ,bed_bath_table,0.0
base,last_week,2018-08-06,2018-08-13,2,RJ,bed_bath_table,0.0
base,last_week,2018-08-06,2018-08-20,3,RJ,bed_bath_table,0.0
base,last_week,2018-08-06,2018-08-27,4,RJ,bed_bath_table,0.0
base,last_week,2018-08-06,2018-08-06,1,RJ,computers_accessories,0.0
base,last_week,2018-08-06,2018-08-13,2,RJ,computers_accessories,0.0
base,last_week,2018-08-06,2018-08-20,3,RJ,computers_accessories,0.0
base,last_week,2018-08-06,2018-08-27,4,RJ,computers_accessories,0.0
base,last_week,2018-08-06,2018-08-06,1,RJ,furniture_decor,0.0
base,last_week,2018-08-06,2018-08-13,2,RJ,furniture_decor,0.0
base,last_week,2018-08-06,2018-08-20,3,RJ,furniture_decor,0.0
base,last_week,2018-08-06,2018-08-27,4,RJ,furniture_decor,0.0
base,last_week,2018-08-06,2018-08-06,1,RJ,garden_tools,2.0
base,last_week,2018-08-06,2018-08-13,2,RJ,garden_tools,1.0
base,last_week,2018-08-06,2018-08-20,3,RJ,garden_tools,0.0
base,last_week,2018-08-06,2018-08-27,4,RJ,garden_tools,0.0
base,last_week,2018-08-06,2018-08-06,1,RJ,health_beauty,0.0
base,last_week,2018-08-06,2018-08-13,2,RJ,health_beauty,0.0
base,last_week,2018-08-06,2018-08-20,3,RJ,health_beauty,0.0
base,last_week,2018-08-06,2018-08-27,4,RJ,health_beauty,0.0
base,last_week,2018-08-06,2018-08-06,1,RJ,housewares,0.0
base,last_week,2018-08-06,2018-08-13,2,RJ,housewares,0.0
base,last_week,2018-08-06,2018-08-20,3,RJ,housewares,0.0
base,last_week,2018-08-06,2018-08-27,4,RJ,housewares,0.0
base,last_week,2018-08-06,2018-08-06,1,RJ,sports_leisure,0.0
base,last_week,2018-08-06,2018-08-13,2,RJ,sports_leisure,0.0
base,last_week,2018-08-06,2018-08-20,3,RJ,sports_leisure,0.0
base,last_week,2018-08-06,2018-08-27,4,RJ,sports_leisure,0.0
base,last_week,2018-08-06,2018-08-06,1,RJ,telephony,0.0
base,last_week,2018-08-06,2018-08-13,2,RJ,telephony,0.0
base,last_week,2018-08-06,2018-08-20,3,RJ,telephony,0.0
base,last_week,2018-08-06,2018-08-27,4,RJ,telephony,0.0
base,last_week,2018-08-06,2018-08-06,1,RJ,watches_gifts,0.0
base,last_week,2018-08-06,2018-08-13,2,RJ,watches_gifts,0.0
base,last_week,2018-08-06,2018-08-20,3,RJ,watches_gifts,0.0
base,last_week,2018-08-06,2018-08-27,4,RJ,watches_gifts,0.0
base,last_week,2018-08-06,2018-08-06,1,RS,auto,1.0
base,last_week,2018-08-06,2018-08-13,2,RS,auto,0.0
base,last_week,2018-08-06,2018-08-20,3,RS,auto,0.0
base,last_week,2018-08-06,2018-08-27,4,RS,auto,0.0
base,last_week,2018-08-06,2018-08-06,1,RS,bed_bath_table,0.0
base,last_week,2018-08-06,2018-08-13,2,RS,bed_bath_table,0.0
base,last_week,2018-08-06,2018-08-20,3,RS,bed_bath_table,0.0
base,last_week,2018-08-06,2018-08-27,4,RS,bed_bath_table,0.0
base,last_week,2018-08-06,2018-08-06,1,RS,computers_accessories,0.0
base,last_week,2018-08-06,2018-08-13,2,RS,computers_accessories,0.0
base,last_week,2018-08-06,2018-08-20,3,RS,computers_accessories,0.0
base,last_week,2018-08-06,2018-08-27,4,RS,computers_accessories,0.0
base,last_week,2018-08-06,2018-08-06,1,RS,furniture_decor,0.0
base,last_week,2018-08-06,2018-08-13,2,RS,furniture_decor,0.0
base,last_week,2018-08-06,2018-08-20,3,RS,furniture_decor,0.0
base,last_week,2018-08-06,2018-08-27,4,RS,furniture_decor,0.0
base,last_week,2018-08-06,2018-08-06,1,RS,garden_tools,2.0
base,last_week,2018-08-06,2018-08-13,2,RS,garden_tools,1.0
base,last_week,2018-08-06,2018-08-20,3,RS,garden_tools,0.0
base,last_week,2018-08-06,2018-08-27,4,RS,garden_tools,0.0
base,last_week,2018-08-06,2018-08-06,1,RS,health_beauty,0.0
base,last_week,2018-08-06,2018-08-13,2,RS,health_beauty,0.0
base,last_week,2018-08-06,2018-08-20,3,RS,health_beauty,0.0
base,last_week,2018-08-06,2018-08-27,4,RS,health_beauty,0.0
base,last_week,2018-08-06,2018-08-06,1,RS,housewares,0.0
base,last_week,2018-08-06,2018-08-13,2,RS,housewares,0.0
base,last_week,2018-08-06,2018-08-20,3,RS,housewares,0.0
base,last_week,2018-08-06,2018-08-27,4,RS,housewares,0.0
base,last_week,2018-08-06,2018-08-06,1,RS,sports_leisure,0.0
base,last_week,2018-08-06,2018-08-13,2,RS,sports_leisure,0.0
base,last_week,2018-08-06,2018-08-20,3,RS,sports_leisure,0.0
base,last_week,2018-08-06,2018-08-27,4,RS,sports_leisure,0.0
base,last_week,2018-08-06,2018-08-06,1,RS,telephony,0.0
base,last_week,2018-08-06,2018-08-13,2,RS,telephony,0.0
